"Zipcode","time","summary","icon","precipIntensity","precipProbability","temperature","apparentTemperature","dewPoint","windSpeed","windBearing","humidity","visibility","pressure","cloudCover","precipType"
30097,2012-12-31 23:00:00,"Overcast","cloudy",0,0,47.13,47.13,39.7,NA,NA,1,0.75,1018.48,10,NA,NA
30097,2013-01-01 00:00:00,"Overcast","cloudy",0,0,47.64,44.85,41.01,6,0,1,0.78,1018.67,7.79,NA,NA
30097,2013-01-01 01:00:00,"Rain","rain",0.0552,0.72,46,44.72,42.36,3.45,10,1,0.87,1019.28,1.95,"rain",NA
30097,2013-01-01 02:00:00,"Rain","rain",0.0651,0.73,45.54,45.54,44.11,1.64,120,1,0.95,1019.52,1.77,"rain",NA
30097,2013-01-01 03:00:00,"Light Rain","rain",0.0237,0.61,46.65,45.69,45.59,3.2,160,1,0.96,1019.11,0.82,"rain",NA
30097,2013-01-01 04:00:00,"Light Rain","rain",0.0349,0.66,47.58,47.58,46.51,0,NA,1,0.96,1018.07,0.89,"rain",NA
30097,2013-01-01 05:00:00,"Light Rain","rain",0.0451,0.69,48.25,48.25,47.18,NA,NA,1,0.96,1016.67,1.05,"rain",NA
30097,2013-01-01 06:00:00,"Light Rain","rain",0.0282,0.63,49.58,49.58,48.5,NA,NA,1,0.96,1015.96,1.62,"rain",NA
30097,2013-01-01 07:00:00,"Rain","rain",0.0543,0.71,49.58,49.08,48.5,3.13,66,1,0.96,1016.06,1.83,"rain",NA
30097,2013-01-01 08:00:00,"Light Rain","rain",0.0406,0.68,51.01,51.01,48.84,2.82,70,1,0.92,1015.64,1.98,"rain",NA
30097,2013-01-01 09:00:00,"Light Rain","rain",0.0341,0.66,50.62,50.62,48.89,1.17,62,1,0.94,1015.14,1.63,"rain",NA
30097,2013-01-01 10:00:00,"Light Rain","rain",0.0502,0.7,50.88,50.88,48.88,3.25,56,1,0.93,1014.84,2.16,"rain",NA
30097,2013-01-01 11:00:00,"Light Rain","rain",0.042,0.68,50.75,50.75,49.02,0,NA,1,0.94,1014.68,4.19,"rain",NA
30097,2013-01-01 12:00:00,"Light Rain","rain",0.0097,0.49,50.75,50.75,48.75,3,20,1,0.93,1014.58,3.91,"rain",NA
30097,2013-01-01 13:00:00,"Light Rain","rain",0.0208,0.59,50.75,50.75,49.02,0.83,340,1,0.94,1014.6,2.79,"rain",NA
30097,2013-01-01 14:00:00,"Light Rain","rain",0.0475,0.7,50.23,50.23,49.98,5.72,338,1,0.99,1015.1,4.97,"rain",NA
30097,2013-01-01 15:00:00,"Light Rain","rain",0.0305,0.64,50.23,50.23,49.98,4.96,345,1,0.99,1015.01,6.17,"rain",NA
30097,2013-01-01 16:00:00,"Light Rain","rain",0.0328,0.65,50.23,50.23,49.98,5.87,342,1,0.99,1015.03,6.88,"rain",NA
30097,2013-01-01 17:00:00,"Light Rain","rain",0.0295,0.64,50.23,50.23,49.03,6.06,315,1,0.96,1014.51,9.54,"rain",NA
30097,2013-01-01 18:00:00,"Drizzle","rain",0.0074,0.36,50,50,48.25,10.1,304,1,0.94,1014.69,10,"rain",NA
30097,2013-01-01 19:00:00,"Overcast","cloudy",0,0,48.46,43.21,46.27,12.95,316,1,0.92,1015.53,10,NA,NA
30097,2013-01-01 20:00:00,"Overcast","cloudy",0,0,46.69,41.27,45.17,11.97,310,1,0.94,1016.25,10,NA,NA
30097,2013-01-01 21:00:00,"Overcast","cloudy",0,0,46.46,43.2,43.4,6.46,332,1,0.89,1016.18,10,NA,NA
30097,2013-01-01 22:00:00,"Overcast","cloudy",0,0,45.95,42.66,43.02,6.34,298,1,0.89,1016.49,10,NA,NA
30097,2013-01-01 23:00:00,"Light Rain","rain",0.0328,0.65,50.23,50.23,49.98,5.87,342,1,0.99,1015.03,6.88,"rain",NA
30097,2013-01-02 00:00:00,"Light Rain","rain",0.0295,0.64,50.23,50.23,49.03,6.06,315,1,0.96,1014.51,9.54,"rain",NA
30097,2013-01-02 01:00:00,"Drizzle","rain",0.0074,0.36,50,50,48.25,10.1,304,1,0.94,1014.69,10,"rain",NA
30097,2013-01-02 02:00:00,"Overcast","cloudy",0,0,48.46,43.21,46.27,12.95,316,1,0.92,1015.53,10,NA,NA
