"Zipcode","time","summary","icon","precipIntensity","precipProbability","temperature","apparentTemperature","dewPoint","windSpeed","windBearing","humidity","visibility","pressure","cloudCover","precipType"
30024,2012-12-31 23:00:00,"Overcast","cloudy",0,0,46.67,46.67,36.36,NA,NA,1,0.67,1018.71,10,NA,NA
30024,2013-01-01 00:00:00,"Light Rain","rain",0.014,0.54,46.36,46.36,38.14,3,120,1,0.73,1018.79,7.88,"rain",NA
30024,2013-01-01 01:00:00,"Rain","rain",0.054,0.71,45.73,42.31,40.33,6.47,2,1,0.81,1019.32,1.9,"rain",NA
30024,2013-01-01 02:00:00,"Rain","rain",0.0926,0.77,45,45,42.71,1.29,130,1,0.92,1019.62,1.49,"rain",NA
30024,2013-01-01 03:00:00,"Light Rain","rain",0.0386,0.67,46,45.15,44.09,3,160,1,0.93,1019.37,0.58,"rain",NA
30024,2013-01-01 04:00:00,"Light Rain","rain",0.0333,0.66,46.63,46.63,44.78,0,NA,1,0.93,1018.37,0.87,"rain",NA
30024,2013-01-01 05:00:00,"Light Rain","rain",0.0333,0.66,47.12,47.12,45.09,NA,NA,1,0.93,1017.04,1.06,"rain",NA
30024,2013-01-01 06:00:00,"Light Rain","rain",0.0373,0.67,48.63,48.63,46.49,3,350,1,0.92,1016.15,1.65,"rain",NA
30024,2013-01-01 07:00:00,"Light Rain","rain",0.0286,0.64,48.87,48.87,46.79,0,NA,1,0.93,1016.11,1.93,"rain",NA
30024,2013-01-01 08:00:00,"Light Rain","rain",0.0186,0.58,50.51,50.51,47.33,2.33,109,1,0.89,1016.14,1.62,"rain",NA
30024,2013-01-01 09:00:00,"Light Rain","rain",0.0093,0.48,50.51,50.51,47.33,1.4,130,1,0.89,1015.55,1.58,"rain",NA
30024,2013-01-01 10:00:00,"Light Rain","rain",0.0147,0.55,50.51,50.51,47.25,5,60,1,0.89,1015.15,1.94,"rain",NA
30024,2013-01-01 11:00:00,"Light Rain","rain",0.028,0.63,50.51,50.51,47.62,1.65,100,1,0.9,1014.8,2.58,"rain",NA
30024,2013-01-01 12:00:00,"Light Rain","rain",0.014,0.54,50.51,50.51,47.36,3,350,1,0.89,1014.84,3.3,"rain",NA
30024,2013-01-01 13:00:00,"Light Rain","rain",0.0093,0.48,50.51,50.51,47.62,1.99,20,1,0.9,1014.85,2.2,"rain",NA
30024,2013-01-01 14:00:00,"Light Rain","rain",0.0233,0.61,49.47,48.67,48.71,3.47,332,1,0.97,1015.06,2.73,"rain",NA
30024,2013-01-01 15:00:00,"Light Rain","rain",0.0373,0.67,50.46,50.46,48.95,5.02,344,1,0.95,1014.91,4.55,"rain",NA
30024,2013-01-01 16:00:00,"Light Rain","rain",0.014,0.54,49.93,48.3,48.55,4.73,330,1,0.95,1014.78,3.24,"rain",NA
30024,2013-01-01 17:00:00,"Overcast","cloudy",0.0047,0.19,49.93,49.93,47.95,2.87,309,1,0.93,1014.27,4.9,"rain",NA
30024,2013-01-01 18:00:00,"Light Rain","rain",0.0093,0.48,49.13,45.71,47.89,8,303,1,0.95,1013.79,6.99,"rain",NA
30024,2013-01-01 19:00:00,"Overcast","cloudy",0,0,48.32,45.16,46.52,7.02,303,1,0.93,1014.84,9.3,NA,NA
30024,2013-01-01 20:00:00,"Overcast","cloudy",0,0,47.72,42.95,45.35,10.76,311,0.94,0.91,1015.6,10,NA,NA
30024,2013-01-01 21:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,47.72,44.05,44.26,7.86,319,0.79,0.88,1015.79,10,NA,NA
30024,2013-01-01 22:00:00,"Partly Cloudy","partly-cloudy-night",0,0,46.06,42.44,41.96,7,304,0.59,0.86,1015.85,9,NA,NA
30024,2013-01-01 23:00:00,"Light Rain","rain",0.014,0.54,49.93,48.3,48.55,4.73,330,1,0.95,1014.78,3.24,"rain",NA
30024,2013-01-02 00:00:00,"Overcast","cloudy",0.0047,0.19,49.93,49.93,47.95,2.87,309,1,0.93,1014.27,4.9,"rain",NA
30024,2013-01-02 01:00:00,"Light Rain","rain",0.0093,0.48,49.13,45.71,47.89,8,303,1,0.95,1013.79,6.99,"rain",NA
30024,2013-01-02 02:00:00,"Overcast","cloudy",0,0,48.32,45.16,46.52,7.02,303,1,0.93,1014.84,9.3,NA,NA
30024,2013-01-02 03:00:00,"Overcast","cloudy",0,0,47.72,42.95,45.35,10.76,311,0.94,0.91,1015.6,10,NA,NA
30024,2013-01-02 04:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,47.72,44.05,44.26,7.86,319,0.79,0.88,1015.79,10,NA,NA
30024,2013-01-02 05:00:00,"Partly Cloudy","partly-cloudy-night",0,0,46.06,42.44,41.96,7,304,0.59,0.86,1015.85,9,NA,NA
30024,2013-01-02 06:00:00,"Partly Cloudy","partly-cloudy-night",0,0,45.29,42.03,41.49,6.05,287,0.25,0.86,1016.79,9.65,NA,NA
30024,2013-01-02 07:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,44.7,40.86,40.15,6.87,287,0.6,0.84,1017.49,9.41,NA,NA
30024,2013-01-02 08:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,44.67,40.78,39.77,6.98,303,0.61,0.83,1018.53,9.65,NA,NA
30024,2013-01-02 09:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,43.25,38.84,38.51,7.4,296,0.65,0.83,1019.11,10,NA,NA
30024,2013-01-02 10:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,44.85,40.92,38.61,7.13,287,0.73,0.79,1019.36,10,NA,NA
30024,2013-01-02 11:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,43.65,38.33,37.4,9.61,282,0.67,0.78,1019.33,10,NA,NA
30024,2013-01-02 12:00:00,"Light Rain","rain",0.0107,0.5,44.45,39.39,36.78,9.43,292,0.37,0.74,1018.59,10,"rain",NA
30024,2013-01-02 13:00:00,"Clear","clear-day",0,0,44.54,39.02,36.95,10.68,288,0.1,0.75,1018.03,10,NA,NA
30024,2013-01-02 14:00:00,"Clear","clear-day",0,0,44.25,39.85,36.48,7.8,291,0,0.74,1017.79,10,NA,NA
30024,2013-01-02 15:00:00,"Clear","clear-day",0,0,43.79,39.29,36.11,7.82,275,0.1,0.74,1018.49,10,NA,NA
30024,2013-01-02 16:00:00,"Partly Cloudy","partly-cloudy-day",0,0,43.2,38.32,35.74,8.33,268,0.29,0.75,1018.9,10,NA,NA
30024,2013-01-02 17:00:00,"Clear","clear-night",0,0,41.4,36.36,35.47,7.87,295,0.11,0.79,1019.03,9.59,NA,NA
30024,2013-01-02 18:00:00,"Clear","clear-night",0,0,40.06,34.93,34.3,7.5,287,0.04,0.8,1019.71,9.59,NA,NA
30024,2013-01-02 19:00:00,"Clear","clear-night",0,0,40.06,34.97,34.3,7.44,291,0,0.8,1020.51,9.59,NA,NA
30024,2013-01-02 20:00:00,"Clear","clear-night",0,0,39.11,33.79,34.26,7.49,270,0.14,0.83,1021.21,9.4,NA,NA
30024,2013-01-02 21:00:00,"Partly Cloudy","partly-cloudy-night",0,0,38.48,34.61,34.54,5.09,301,0.37,0.86,1021.5,8.03,NA,NA
30024,2013-01-02 22:00:00,"Overcast","cloudy",0,0,38.48,38.48,34.54,1.71,260,1,0.86,1020.63,7.22,NA,NA
30024,2013-01-02 23:00:00,"Overcast","cloudy",0,0,38.48,33.64,35,6.45,302,1,0.87,1020.6,6.48,NA
30024,2013-01-03 00:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,38.48,33.42,35,6.8,295,0.93,0.87,1020.71,6.87,NA
