"Zipcode","time","summary","icon","precipIntensity","precipProbability","temperature","apparentTemperature","dewPoint","windSpeed","windBearing","humidity","visibility","pressure","cloudCover","precipType"
30214,2012-12-31 23:00:00,"Overcast","cloudy",0,0,50.82,50.82,44.85,6,210,1,0.8,1018.47,10,NA,NA
30214,2013-01-01 00:00:00,"Overcast","cloudy",0,0,51.31,51.31,45.7,6,200,1,0.81,1018.45,9.79,NA,NA
30214,2013-01-01 01:00:00,"Light Rain","rain",0.0158,0.56,52.29,52.29,47.39,1.88,228,1,0.83,1018.55,6.26,"rain",NA
30214,2013-01-01 02:00:00,"Light Rain","rain",0.0229,0.61,52.19,52.19,48.89,1.87,15,1,0.88,1019.37,3.87,"rain",NA
30214,2013-01-01 03:00:00,"Drizzle","rain",0.0052,0.22,52.76,52.76,49.88,3.66,348,1,0.9,1019.39,3.3,"rain",NA
30214,2013-01-01 04:00:00,"Overcast","cloudy",0.0028,0.08,52.07,52.07,50.08,2.8,150,1,0.93,1018.52,3.18,"rain",NA
30214,2013-01-01 05:00:00,"Drizzle","rain",0.0059,0.26,52.29,52.29,51.03,3.63,154,1,0.95,1017.03,2.73,"rain",NA
30214,2013-01-01 06:00:00,"Drizzle","rain",0.0079,0.39,53.38,53.38,51.38,2.9,180,1,0.93,1015.95,2.64,"rain",NA
30214,2013-01-01 07:00:00,"Light Rain","rain",0.0321,0.65,53.72,53.72,52.2,NA,NA,1,0.95,1015.83,3.24,"rain",NA
30214,2013-01-01 08:00:00,"Light Rain","rain",0.0467,0.7,53.72,53.72,51.77,1.29,60,1,0.93,1015.56,2.81,"rain",NA
30214,2013-01-01 09:00:00,"Light Rain","rain",0.0243,0.61,53.85,53.85,52.2,1.79,126,1,0.94,1015.09,1.92,"rain",NA
30214,2013-01-01 10:00:00,"Light Rain","rain",0.0454,0.69,53.85,53.85,52.2,2.96,343,1,0.94,1014.69,2.73,"rain",NA
30214,2013-01-01 11:00:00,"Light Rain","rain",0.0316,0.65,53.25,53.25,52.07,1.86,126,1,0.96,1014.84,3.15,"rain",NA
30214,2013-01-01 12:00:00,"Light Rain","rain",0.0104,0.5,53.59,53.59,52.98,1.42,120,1,0.98,1014.49,4.23,"rain",NA
30214,2013-01-01 13:00:00,"Light Rain","rain",0.0104,0.5,53.59,53.59,53,0.85,160,1,0.98,1014.21,2.66,"rain",NA
30214,2013-01-01 14:00:00,"Light Rain","rain",0.0202,0.59,53.59,53.59,52.99,6.56,328,1,0.98,1014.54,3.36,"rain",NA
30214,2013-01-01 15:00:00,"Light Rain","rain",0.0152,0.55,53.36,53.36,52.24,4.8,325,1,0.96,1014.72,5.98,"rain",NA
30214,2013-01-01 16:00:00,"Light Rain","rain",0.0139,0.54,52.29,52.29,51,6.2,322,1,0.95,1015.19,6.28,"rain",NA
30214,2013-01-01 17:00:00,"Light Rain","rain",0.0183,0.58,52.29,52.29,50.49,3.94,340,1,0.94,1014.42,8.09,"rain",NA
30214,2013-01-01 18:00:00,"Overcast","cloudy",0.0032,0.1,52.39,52.39,49.91,5.83,313,1,0.91,1014.95,9.53,"rain",NA
30214,2013-01-01 19:00:00,"Overcast","cloudy",0,0,51.38,51.38,48.68,10.22,324,1,0.9,1015.52,9.06,NA,NA
30214,2013-01-01 20:00:00,"Overcast","cloudy",0,0,49.69,45.18,46.94,11.49,322,1,0.9,1015.97,8.78,NA,NA
30214,2013-01-01 21:00:00,"Overcast","cloudy",0,0,48.01,45.27,45.26,6.06,331,1,0.9,1016.18,10,NA,NA
30214,2013-01-01 22:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,47.75,46.55,44.19,3.66,315,0.65,0.87,1016.5,10,NA,NA
30214,2013-01-01 23:00:00,"Light Rain","rain",0.0139,0.54,52.29,52.29,51,6.2,322,1,0.95,1015.19,6.28,"rain",NA
30214,2013-01-02 00:00:00,"Light Rain","rain",0.0183,0.58,52.29,52.29,50.49,3.94,340,1,0.94,1014.42,8.09,"rain",NA
30214,2013-01-02 01:00:00,"Overcast","cloudy",0.0032,0.1,52.39,52.39,49.91,5.83,313,1,0.91,1014.95,9.53,"rain",NA
30214,2013-01-02 02:00:00,"Overcast","cloudy",0,0,51.38,51.38,48.68,10.22,324,1,0.9,1015.52,9.06,NA,NA
30214,2013-01-02 03:00:00,"Overcast","cloudy",0,0,49.69,45.18,46.94,11.49,322,1,0.9,1015.97,8.78,NA,NA
30214,2013-01-02 04:00:00,"Overcast","cloudy",0,0,48.01,45.27,45.26,6.06,331,1,0.9,1016.18,10,NA,NA
30214,2013-01-02 05:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,47.75,46.55,44.19,3.66,315,0.65,0.87,1016.5,10,NA,NA
30214,2013-01-02 06:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,46.12,41.87,43.61,8.37,314,0.71,0.91,1017.23,9.53,NA,NA
30214,2013-01-02 07:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,44.92,39.89,41.85,9.61,321,0.74,0.89,1018.07,9.29,NA,NA
30214,2013-01-02 08:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,45.06,40.95,41.06,7.57,318,0.93,0.86,1018.73,9.79,NA,NA
30214,2013-01-02 09:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,45.3,40.39,40.81,9.53,323,0.63,0.84,1019.77,9.79,NA,NA
30214,2013-01-02 10:00:00,"Partly Cloudy","partly-cloudy-day",0,0,45.86,41.3,39.61,8.99,318,0.52,0.79,1020.24,10,NA,NA
30214,2013-01-02 11:00:00,"Partly Cloudy","partly-cloudy-day",0,0,47.67,43.85,40.05,8.2,312,0.41,0.75,1019.94,10,NA,NA
30214,2013-01-02 12:00:00,"Partly Cloudy","partly-cloudy-day",0.0024,0.07,48.97,44.96,39.32,9.44,316,0.25,0.69,1018.87,10,"rain",NA
30214,2013-01-02 13:00:00,"Clear","clear-day",0,0,49.24,45.8,39.12,8.08,308,0.18,0.68,1018.13,10,NA,NA
30214,2013-01-02 14:00:00,"Drizzle","rain",0.0088,0.45,49.37,46.16,38.91,7.62,322,0.18,0.67,1018.11,10,"rain",NA
30214,2013-01-02 15:00:00,"Clear","clear-day",0,0,48.4,44.8,38.79,8.05,304,0.22,0.69,1018.68,10,NA,NA
30214,2013-01-02 16:00:00,"Clear","clear-day",0,0,46.13,41.55,38.69,9.2,314,0.22,0.75,1019.31,10,NA,NA
30214,2013-01-02 17:00:00,"Partly Cloudy","partly-cloudy-night",0,0,44.59,40.7,37.43,6.95,323,0.31,0.76,1019.24,10,NA,NA
30214,2013-01-02 18:00:00,"Partly Cloudy","partly-cloudy-night",0,0,43.06,38.5,36.76,7.62,318,0.33,0.78,1020.21,10,NA,NA
30214,2013-01-02 19:00:00,"Partly Cloudy","partly-cloudy-night",0,0,42.48,38.18,36.37,6.91,311,0.28,0.79,1021.65,10,NA,NA
30214,2013-01-02 20:00:00,"Clear","clear-night",0,0,41.58,36.77,36,7.51,314,0.24,0.8,1021.92,9.91,NA,NA
30214,2013-01-02 21:00:00,"Partly Cloudy","partly-cloudy-night",0,0,41.12,37.56,35.64,5.31,317,0.36,0.81,1021.67,9.91,NA,NA
30214,2013-01-02 22:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,41.12,37.19,35.32,5.85,333,0.91,0.8,1021.13,9.8,NA,NA
30214,2013-01-02 23:00:00,"Overcast","cloudy",0,0,40.99,38.13,35.61,4.38,307,1,0.81,1020.83,9.7,NA
30214,2013-01-03 00:00:00,"Overcast","cloudy",0,0,40.52,35.67,36.18,7.16,320,1,0.84,1021.13,9.8,NA
30214,2013-01-03 01:00:00,"Overcast","cloudy",0,0,40.05,36.46,36.23,5.08,316,0.98,0.86,1021.3,9.8,NA
30214,2013-01-03 02:00:00,"Overcast","cloudy",0,0,40.05,36.37,36.65,5.21,306,1,0.88,1021.45,8.82,NA
30214,2013-01-03 03:00:00,"Overcast","cloudy",0,0,39.68,34.84,36.84,6.86,290,1,0.89,1021.66,7.49,NA
30214,2013-01-03 04:00:00,"Overcast","cloudy",0,0,39.68,39.68,37.1,2.53,306,1,0.9,1021.44,8.49,NA
30214,2013-01-03 05:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,40.05,35.1,36.19,7.17,308,0.89,0.86,1021.94,8.49,NA
30214,2013-01-03 06:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,39.82,36.36,35.52,4.86,316,0.77,0.84,1022.05,8.7,NA
30214,2013-01-03 07:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,39.22,34.22,34.93,6.96,317,0.93,0.84,1022.14,8.58,NA
30214,2013-01-03 08:00:00,"Partly Cloudy","partly-cloudy-day",0,0,39.22,33.19,34.04,8.87,330,0.55,0.81,1023.01,7.81,NA
30214,2013-01-03 09:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,39.95,33.61,33.49,9.92,316,0.77,0.77,1023.71,8.88,NA
30214,2013-01-03 10:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,41.22,36.99,33.33,6.34,318,0.72,0.73,1024.12,8.98,NA
30214,2013-01-03 11:00:00,"Partly Cloudy","partly-cloudy-day",0,0,42.38,37.31,33.11,8.37,301,0.41,0.69,1024.05,9.47,NA
30214,2013-01-03 12:00:00,"Clear","clear-day",0,0,43.01,38.72,33.14,7.08,311,0.24,0.68,1023.15,9.47,NA
30214,2013-01-03 13:00:00,"Clear","clear-day",0,0,44.37,39.39,32.9,9.17,314,0.18,0.64,1022.69,9.91,NA
30214,2013-01-03 14:00:00,"Clear","clear-day",0,0,46.11,41.38,32.26,9.56,317,0.18,0.58,1022.67,9.91,NA
30214,2013-01-03 15:00:00,"Clear","clear-day",0,0,45.99,41.64,31.45,8.54,301,0.18,0.57,1023.44,10,NA
30214,2013-01-03 16:00:00,"Clear","clear-day",0,0,44.73,39.92,30.24,8.99,315,0.18,0.57,1023.99,9.91,NA
30214,2013-01-03 17:00:00,"Clear","clear-night",0,0,41.95,36.5,30.31,8.97,316,0.07,0.63,1024.97,9.91,NA
30214,2013-01-03 18:00:00,"Clear","clear-night",0,0,39.95,35.47,29.37,6.35,320,0.07,0.66,1025.63,10,NA
30214,2013-01-03 19:00:00,"Clear","clear-night",0,0,38.15,32.82,29.14,7.15,321,0.07,0.7,1026.11,10,NA
30214,2013-01-03 20:00:00,"Clear","clear-night",0,0,36.23,29.76,29.02,8.43,328,0.07,0.75,1026.22,9.67,NA
30214,2013-01-03 21:00:00,"Clear","clear-night",0,0,34.43,29.32,28.05,5.75,317,0.07,0.77,1026.29,9.67,NA
30214,2013-01-03 22:00:00,"Clear","clear-night",0,0,35.15,29.75,27.61,6.33,320,0.07,0.74,1027.18,10,NA
30214,2013-01-03 23:00:00,"Clear","clear-night",0,0,35.52,29.81,27.6,6.89,327,0.07,0.73,1027.22,10,NA
30214,2013-01-04 00:00:00,"Clear","clear-night",0,0,35.68,30.89,26.88,5.63,330,0.07,0.7,1026.79,10,NA
