"Zipcode","time","summary","icon","precipIntensity","precipProbability","temperature","apparentTemperature","dewPoint","windSpeed","windBearing","humidity","visibility","pressure","cloudCover","precipType"
30071,2012-12-31 23:00:00,"Overcast","cloudy",0,0,47.38,47.38,40.32,NA,NA,1,0.76,1018.53,10,NA,NA
30071,2013-01-01 00:00:00,"Overcast","cloudy",0,0,47.83,45.09,41.61,6,0,1,0.79,1018.67,7.86,NA,NA
30071,2013-01-01 01:00:00,"Light Rain","rain",0.0528,0.71,46.01,44.26,42.92,4.01,10,1,0.89,1019.33,1.92,"rain",NA
30071,2013-01-01 02:00:00,"Rain","rain",0.0641,0.73,45.55,45.55,44.55,1.62,120,1,0.96,1019.58,1.73,"rain",NA
30071,2013-01-01 03:00:00,"Light Rain","rain",0.023,0.61,46.66,45.37,45.97,3.56,160,1,0.97,1019.19,0.93,"rain",NA
30071,2013-01-01 04:00:00,"Light Rain","rain",0.0308,0.65,47.83,47.83,47.14,0,NA,1,0.97,1018.16,0.92,"rain",NA
30071,2013-01-01 05:00:00,"Light Rain","rain",0.0394,0.68,48.63,48.63,47.93,NA,NA,1,0.97,1016.71,1.11,"rain",NA
30071,2013-01-01 06:00:00,"Light Rain","rain",0.0237,0.61,49.83,49.83,49.14,NA,NA,1,0.97,1015.98,1.57,"rain",NA
30071,2013-01-01 07:00:00,"Light Rain","rain",0.0472,0.7,49.83,49.38,49.14,3.12,62,1,0.97,1016.08,1.76,"rain",NA
30071,2013-01-01 08:00:00,"Light Rain","rain",0.0342,0.66,50.77,50.77,49.31,2.83,68,1,0.95,1015.7,2.15,"rain",NA
30071,2013-01-01 09:00:00,"Light Rain","rain",0.0289,0.64,50.43,50.43,49.31,0.98,63,1,0.96,1015.2,1.76,"rain",NA
30071,2013-01-01 10:00:00,"Light Rain","rain",0.0439,0.69,50.67,50.67,49.37,3.24,55,1,0.95,1014.88,2.34,"rain",NA
30071,2013-01-01 11:00:00,"Light Rain","rain",0.0355,0.66,50.54,50.54,49.42,0,NA,1,0.96,1014.7,4.55,"rain",NA
30071,2013-01-01 12:00:00,"Drizzle","rain",0.0082,0.41,50.54,50.54,49.24,3,20,1,0.95,1014.6,4.48,"rain",NA
30071,2013-01-01 13:00:00,"Light Rain","rain",0.0175,0.57,50.54,50.54,49.42,0.69,340,1,0.96,1014.63,2.86,"rain",NA
30071,2013-01-01 14:00:00,"Light Rain","rain",0.0401,0.68,50.2,50.2,49.98,5.9,338,1,0.99,1015.12,4.87,"rain",NA
30071,2013-01-01 15:00:00,"Light Rain","rain",0.0257,0.62,50.2,50.2,49.98,5.09,346,1,0.99,1015.02,6.47,"rain",NA
30071,2013-01-01 16:00:00,"Light Rain","rain",0.0276,0.63,50.2,50.2,49.98,6.04,343,1,0.99,1015.06,6.73,"rain",NA
30071,2013-01-01 17:00:00,"Light Rain","rain",0.025,0.62,50.2,50.2,48.88,5.84,316,1,0.95,1014.53,9.61,"rain",NA
30071,2013-01-01 18:00:00,"Drizzle","rain",0.0062,0.28,50,46.01,48.22,10.07,303,1,0.94,1014.63,10,"rain",NA
30071,2013-01-01 19:00:00,"Overcast","cloudy",0,0,48.39,43.04,46.24,13.26,315,1,0.92,1015.51,10,NA,NA
30071,2013-01-01 20:00:00,"Overcast","cloudy",0,0,46.59,41.04,45.13,12.29,310,1,0.95,1016.26,10,NA,NA
30071,2013-01-01 21:00:00,"Overcast","cloudy",0,0,46.39,43.08,43.33,6.54,334,1,0.89,1016.2,10,NA,NA
30071,2013-01-01 22:00:00,"Overcast","cloudy",0,0,45.96,42.71,43.01,6.26,296,1,0.89,1016.49,10,NA,NA
30071,2013-01-01 23:00:00,"Light Rain","rain",0.0276,0.63,50.2,50.2,49.98,6.04,343,1,0.99,1015.06,6.73,"rain",NA
30071,2013-01-02 00:00:00,"Light Rain","rain",0.025,0.62,50.2,50.2,48.88,5.84,316,1,0.95,1014.53,9.61,"rain",NA
30071,2013-01-02 01:00:00,"Drizzle","rain",0.0062,0.28,50,46.01,48.22,10.07,303,1,0.94,1014.63,10,"rain",NA
30071,2013-01-02 02:00:00,"Overcast","cloudy",0,0,48.39,43.04,46.24,13.26,315,1,0.92,1015.51,10,NA,NA
30071,2013-01-02 03:00:00,"Overcast","cloudy",0,0,46.59,41.04,45.13,12.29,310,1,0.95,1016.26,10,NA,NA
30071,2013-01-02 04:00:00,"Overcast","cloudy",0,0,46.39,43.08,43.33,6.54,334,1,0.89,1016.2,10,NA,NA
30071,2013-01-02 05:00:00,"Overcast","cloudy",0,0,45.96,42.71,43.01,6.26,296,1,0.89,1016.49,10,NA,NA
30071,2013-01-02 06:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,44.44,39.93,41.73,8.14,305,0.7,0.9,1017.3,9.53,NA,NA
30071,2013-01-02 07:00:00,"Overcast","cloudy",0,0,43.01,38.03,39.92,8.48,303,0.95,0.89,1018.19,10,NA,NA
30071,2013-01-02 08:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,42.38,36.72,38.77,9.71,318,0.85,0.87,1018.9,10,NA,NA
30071,2013-01-02 09:00:00,"Overcast","cloudy",0,0,41.3,35.9,37.57,8.55,304,0.95,0.86,1019.93,10,NA,NA
30071,2013-01-02 10:00:00,"Overcast","cloudy",0,0,42.77,38.29,38.02,7.34,297,1,0.83,1020.03,10,NA,NA
30071,2013-01-02 11:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,43.15,38.32,37.73,8.23,299,0.76,0.81,1019.9,10,NA,NA
30071,2013-01-02 12:00:00,"Light Rain","rain",0.0114,0.51,44.47,39.7,36.99,8.74,309,0.5,0.75,1019.16,10,"rain",NA
30071,2013-01-02 13:00:00,"Partly Cloudy","partly-cloudy-day",0,0,43.89,38.56,37.02,9.76,302,0.25,0.77,1018.38,10,NA,NA
30071,2013-01-02 14:00:00,"Partly Cloudy","partly-cloudy-day",0,0,44.22,40.03,36.96,7.36,301,0.25,0.75,1018.36,10,NA,NA
30071,2013-01-02 15:00:00,"Partly Cloudy","partly-cloudy-day",0,0,43.66,39.1,36.44,7.88,292,0.29,0.76,1019,10,NA,NA
30071,2013-01-02 16:00:00,"Partly Cloudy","partly-cloudy-day",0,0,42.23,37.06,36.13,8.51,293,0.35,0.79,1019.49,10,NA,NA
30071,2013-01-02 17:00:00,"Partly Cloudy","partly-cloudy-night",0,0,41.14,35.94,35.35,8.08,311,0.44,0.8,1019.26,10,NA,NA
