"Zipcode","time","summary","icon","precipIntensity","precipProbability","temperature","apparentTemperature","dewPoint","windSpeed","windBearing","humidity","visibility","pressure","cloudCover","precipType"
30328,2012-12-31 23:00:00,"Overcast","cloudy",0,0,48.16,48.16,42.24,NA,NA,1,0.8,1018.46,10,NA,NA
30328,2013-01-01 00:00:00,"Overcast","cloudy",0,0,48.58,45.98,43.53,6,0,1,0.83,1018.67,6.81,NA,NA
30328,2013-01-01 01:00:00,"Light Rain","rain",0.0499,0.7,46.59,45.62,44.72,3.2,10,1,0.93,1019.18,1.93,"rain",NA
30328,2013-01-01 02:00:00,"Rain","rain",0.0679,0.74,46.2,46.2,45.75,1.9,83,1,0.98,1019.49,1.63,"rain",NA
30328,2013-01-01 03:00:00,"Light Rain","rain",0.0243,0.61,47.64,47.64,47.22,2.87,160,1,0.98,1019.09,1.22,"rain",NA
30328,2013-01-01 04:00:00,"Light Rain","rain",0.036,0.66,48.59,48.59,48.37,1.31,150,1,0.99,1018.06,1.16,"rain",NA
30328,2013-01-01 05:00:00,"Light Rain","rain",0.0456,0.69,49.82,47.45,49.61,6,180,1,0.99,1016.67,1.29,"rain",NA
30328,2013-01-01 06:00:00,"Light Rain","rain",0.0271,0.63,50.59,50.59,50.37,5,180,1,0.99,1015.93,1.38,"rain",NA
30328,2013-01-01 07:00:00,"Rain","rain",0.0607,0.73,50.59,50.59,50.59,3.18,50,1,1,1016,1.77,"rain",NA
30328,2013-01-01 08:00:00,"Light Rain","rain",0.0521,0.71,50.59,50.59,50.27,3.02,71,1,0.99,1015.58,2.41,"rain",NA
30328,2013-01-01 09:00:00,"Light Rain","rain",0.0335,0.66,50.4,50.4,50.22,1.33,76,1,0.99,1015.1,1.89,"rain",NA
30328,2013-01-01 10:00:00,"Rain","rain",0.0575,0.72,50.69,50.69,50.51,3.77,59,1,0.99,1014.78,2.7,"rain",NA
30328,2013-01-01 11:00:00,"Light Rain","rain",0.0436,0.69,50.35,50.35,50.35,0.34,120,1,1,1014.65,5.35,"rain",NA
30328,2013-01-01 12:00:00,"Light Rain","rain",0.0107,0.5,50.35,50.35,50.35,2.18,20,1,1,1014.58,4.4,"rain",NA
30328,2013-01-01 13:00:00,"Light Rain","rain",0.0227,0.61,50.35,50.35,50.24,0.9,340,1,1,1014.54,3.03,"rain",NA
30328,2013-01-01 14:00:00,"Light Rain","rain",0.045,0.69,50.41,50.41,50,6.09,335,1,0.98,1015.05,5.05,"rain",NA
30328,2013-01-01 15:00:00,"Light Rain","rain",0.0311,0.65,50.29,50.29,49.98,4.97,343,1,0.99,1014.97,5.89,"rain",NA
30328,2013-01-01 16:00:00,"Light Rain","rain",0.0318,0.65,50.29,50.29,49.98,6,339,1,0.99,1015,6.68,"rain",NA
30328,2013-01-01 17:00:00,"Light Rain","rain",0.0287,0.64,50.29,50.29,49.19,6.41,319,1,0.96,1014.52,8.85,"rain",NA
30328,2013-01-01 18:00:00,"Drizzle","rain",0.0066,0.3,50.23,50.23,48.21,9.87,304,1,0.93,1014.73,9.77,"rain",NA
30328,2013-01-01 19:00:00,"Overcast","cloudy",0,0,48.59,43.25,46.45,13.4,318,1,0.92,1015.53,9.55,NA,NA
30328,2013-01-01 20:00:00,"Overcast","cloudy",0,0,46.77,41.32,45.24,12.1,313,1,0.94,1016.2,9.66,NA,NA
30328,2013-01-01 21:00:00,"Overcast","cloudy",0,0,46.36,43.15,43.53,6.34,331,1,0.9,1016.14,10,NA,NA
30328,2013-01-01 22:00:00,"Overcast","cloudy",0,0,45.99,42.48,43.03,6.77,301,0.97,0.89,1016.47,10,NA,NA
30328,2013-01-01 23:00:00,"Light Rain","rain",0.0318,0.65,50.29,50.29,49.98,6,339,1,0.99,1015,6.68,"rain",NA
30328,2013-01-02 00:00:00,"Light Rain","rain",0.0287,0.64,50.29,50.29,49.19,6.41,319,1,0.96,1014.52,8.85,"rain",NA
30328,2013-01-02 01:00:00,"Drizzle","rain",0.0066,0.3,50.23,50.23,48.21,9.87,304,1,0.93,1014.73,9.77,"rain",NA
30328,2013-01-02 02:00:00,"Overcast","cloudy",0,0,48.59,43.25,46.45,13.4,318,1,0.92,1015.53,9.55,NA,NA
30328,2013-01-02 03:00:00,"Overcast","cloudy",0,0,46.77,41.32,45.24,12.1,313,1,0.94,1016.2,9.66,NA,NA
30328,2013-01-02 04:00:00,"Overcast","cloudy",0,0,46.36,43.15,43.53,6.34,331,1,0.9,1016.14,10,NA,NA
30328,2013-01-02 05:00:00,"Overcast","cloudy",0,0,45.99,42.48,43.03,6.77,301,0.97,0.89,1016.47,10,NA,NA
30328,2013-01-02 06:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,43.99,38.54,42,10.12,315,0.89,0.93,1017.25,9.04,NA,NA
30328,2013-01-02 07:00:00,"Overcast","cloudy",0,0,42.45,36.64,40,10.1,311,1,0.91,1018.17,9.71,NA,NA
30328,2013-01-02 08:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,41.91,35.44,38.81,11.44,321,0.91,0.89,1018.87,9.91,NA,NA
30328,2013-01-02 09:00:00,"Overcast","cloudy",0,0,41.05,35.16,37.75,9.5,307,1,0.88,1019.9,9.91,NA,NA
30328,2013-01-02 10:00:00,"Overcast","cloudy",0,0,42.25,37.21,38.12,8.25,306,0.98,0.85,1020,10,NA,NA
30328,2013-01-02 11:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,43.22,38.41,38.09,8.21,306,0.78,0.82,1019.88,10,NA,NA
30328,2013-01-02 12:00:00,"Drizzle","rain",0.0081,0.4,44.32,39.66,37.47,8.42,314,0.63,0.77,1019.1,10,"rain",NA
30328,2013-01-02 13:00:00,"Partly Cloudy","partly-cloudy-day",0,0,43.49,38.32,36.94,9.16,307,0.44,0.78,1018.31,10,NA,NA
30328,2013-01-02 14:00:00,"Partly Cloudy","partly-cloudy-day",0,0,44.2,40.08,37.12,7.24,310,0.44,0.76,1018.3,10,NA,NA
30328,2013-01-02 15:00:00,"Partly Cloudy","partly-cloudy-day",0,0,43.3,38.56,36.51,8.08,301,0.49,0.77,1018.94,10,NA,NA
30328,2013-01-02 16:00:00,"Partly Cloudy","partly-cloudy-day",0,0,41.65,36.03,36.24,9.19,306,0.49,0.81,1019.44,10,NA,NA
30328,2013-01-02 17:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,40.8,35.56,35.33,8,316,0.66,0.81,1019.22,10,NA,NA
30328,2013-01-02 18:00:00,"Partly Cloudy","partly-cloudy-night",0,0,40.2,35.15,35.03,7.4,307,0.58,0.82,1020.36,10,NA,NA
30328,2013-01-02 19:00:00,"Partly Cloudy","partly-cloudy-night",0,0,39.85,35.45,35.35,6.19,300,0.51,0.84,1021.34,10,NA,NA
30328,2013-01-02 20:00:00,"Partly Cloudy","partly-cloudy-night",0,0,39.3,34.24,34.82,7.09,297,0.46,0.84,1021.89,9.69,NA,NA
30328,2013-01-02 21:00:00,"Partly Cloudy","partly-cloudy-night",0,0,38.96,34.29,35.09,6.33,316,0.46,0.86,1021.75,9.69,NA,NA
30328,2013-01-02 22:00:00,"Overcast","cloudy",0,0,38.96,35.25,35.09,5,350,0.96,0.86,1020.84,8.87,NA,NA
30328,2013-01-02 23:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,39.11,34.38,35.92,6.49,301,0.92,0.88,1021.08,8.78,NA
30328,2013-01-03 00:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,39.18,33.74,35.88,7.73,316,0.79,0.88,1021.21,9.19,NA
30328,2013-01-03 01:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,39,35.03,35.91,5.35,311,0.69,0.89,1021.23,9.19,NA
30328,2013-01-03 02:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,38.7,34.37,35.87,5.77,298,0.92,0.89,1021.14,8.96,NA
30328,2013-01-03 03:00:00,"Overcast","cloudy",0,0,38.4,32.51,35.45,8.23,290,1,0.89,1021.59,8.85,NA
30328,2013-01-03 04:00:00,"Overcast","cloudy",0,0,38.7,34.62,35.54,5.42,294,1,0.88,1021.75,8.96,NA
30328,2013-01-03 05:00:00,"Partly Cloudy","partly-cloudy-night",0,0,38.7,34.41,34.78,5.71,299,0.47,0.86,1022,8.96,NA
30328,2013-01-03 06:00:00,"Partly Cloudy","partly-cloudy-night",0,0,37.55,32.57,33.64,6.38,302,0.5,0.86,1022.08,8.63,NA
30328,2013-01-03 07:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,37.45,30.97,33.32,8.98,313,0.76,0.85,1022.4,8.14,NA
30328,2013-01-03 08:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,37.6,31.22,33.72,8.84,318,0.61,0.86,1022.92,7.44,NA
30328,2013-01-03 09:00:00,"Partly Cloudy","partly-cloudy-day",0,0,37.96,32.01,33.9,8.17,309,0.5,0.85,1023.45,8.18,NA
30328,2013-01-03 10:00:00,"Partly Cloudy","partly-cloudy-day",0,0,39.82,33.33,32.63,10.2,319,0.51,0.75,1024.01,8.37,NA
30328,2013-01-03 11:00:00,"Partly Cloudy","partly-cloudy-day",0,0,41.15,35.08,31.98,9.97,293,0.5,0.7,1023.86,8.87,NA
30328,2013-01-03 12:00:00,"Partly Cloudy","partly-cloudy-day",0,0,41.05,35.44,31.37,8.88,299,0.46,0.68,1023.21,8.87,NA
30328,2013-01-03 13:00:00,"Partly Cloudy","partly-cloudy-day",0,0,43.15,37.52,30.61,10.09,309,0.44,0.61,1022.52,9.25,NA
30328,2013-01-03 14:00:00,"Partly Cloudy","partly-cloudy-day",0,0,44.76,39.15,30.2,11.08,305,0.44,0.56,1022.66,9.69,NA
30328,2013-01-03 15:00:00,"Partly Cloudy","partly-cloudy-day",0,0,43.4,37.76,29.84,10.24,306,0.38,0.59,1023.45,10,NA
30328,2013-01-03 16:00:00,"Partly Cloudy","partly-cloudy-day",0,0,43.15,37.71,29.48,9.61,319,0.31,0.58,1024.2,9.69,NA
30328,2013-01-03 17:00:00,"Clear","clear-night",0,0,40.1,34.48,28.42,8.46,318,0.16,0.63,1025,9.69,NA
30328,2013-01-03 18:00:00,"Clear","clear-night",0,0,38.61,32.78,28,8.22,322,0.16,0.65,1025.78,10,NA
30328,2013-01-03 19:00:00,"Clear","clear-night",0,0,37.85,31.95,27.89,8.04,327,0.08,0.67,1026.12,10,NA
30328,2013-01-03 20:00:00,"Clear","clear-night",0,0,37.1,31.06,26.91,8.01,324,0.03,0.66,1026.24,10,NA
30328,2013-01-03 21:00:00,"Clear","clear-night",0,0,35.94,30.56,26.35,6.53,325,0.03,0.68,1026.34,10,NA
30328,2013-01-03 22:00:00,"Clear","clear-night",0,0,36.35,30.18,25.92,7.92,325,0.03,0.66,1027.25,10,NA
30328,2013-01-03 23:00:00,"Clear","clear-night",0,0,36.1,29.91,26.21,7.88,330,0.04,0.67,1027.38,10,NA
30328,2013-01-04 00:00:00,"Clear","clear-night",0,0,34.7,29.55,25.62,5.86,336,0.04,0.69,1027.04,10,NA
30328,2013-01-04 01:00:00,"Clear","clear-night",0,0,33.81,28.41,24.97,5.97,336,0,0.7,1026.95,10,NA
30328,2013-01-04 02:00:00,"Clear","clear-night",0,0,32.29,27.88,24.7,4.51,339,0,0.73,1026.62,10,NA
30328,2013-01-04 03:00:00,"Clear","clear-night",0,0,31.72,26.62,23.84,5.13,331,0,0.72,1027.26,10,NA
30328,2013-01-04 04:00:00,"Clear","clear-night",0,0,29.29,25.79,25.49,3.32,271,0,0.86,1027.39,10,NA
30328,2013-01-04 05:00:00,"Clear","clear-night",0,0,28.87,21.62,25.02,7.15,278,0,0.85,1027.6,10,NA
30328,2013-01-04 06:00:00,"Clear","clear-night",0,0,29.52,24.58,24.47,4.58,296,0.08,0.81,1028.08,10,NA
30328,2013-01-04 07:00:00,"Clear","clear-day",0,0,28.68,22.74,24.06,5.46,294,0.11,0.83,1028.72,10,NA
30328,2013-01-04 08:00:00,"Clear","clear-day",0,0,32.31,26.58,26.42,6.03,301,0.11,0.79,1029.2,10,NA
30328,2013-01-04 09:00:00,"Clear","clear-day",0,0,36.71,31.83,24.03,6.02,303,0.11,0.6,1029.29,10,NA
30328,2013-01-04 10:00:00,"Clear","clear-day",0,0,40.5,35.87,23.56,6.78,328,0.11,0.5,1029.68,10,NA
30328,2013-01-04 11:00:00,"Clear","clear-day",0,0,44.25,40.32,22.51,6.89,285,0.11,0.42,1029.26,10,NA
30328,2013-01-04 12:00:00,"Clear","clear-day",0,0,47.15,43.05,20.85,8.58,305,0.08,0.35,1028.17,10,NA
30328,2013-01-04 13:00:00,"Clear","clear-day",0,0,49.15,44.92,18.54,10.22,320,0.11,0.29,1027.2,10,NA
30328,2013-01-04 14:00:00,"Clear","clear-day",0,0,49.2,44.64,16.36,11.26,318,0.11,0.27,1026.99,10,NA
30328,2013-01-04 15:00:00,"Clear","clear-day",0,0,48.81,44.19,15.19,11.12,327,0.11,0.26,1027.28,10,NA
30328,2013-01-04 16:00:00,"Clear","clear-day",0,0,47.61,43.67,17.68,8.45,326,0.11,0.3,1027.77,10,NA
30328,2013-01-04 17:00:00,"Clear","clear-night",0,0,43.76,39.49,19.19,7.34,340,0.11,0.37,1028.09,9.87,NA
30328,2013-01-04 18:00:00,"Clear","clear-night",0,0,41.25,37.68,20.23,5.36,323,0.03,0.43,1028.98,10,NA
30328,2013-01-04 19:00:00,"Clear","clear-night",0,0,38.89,35.65,21.04,4.42,342,0.03,0.48,1029.42,10,NA
30328,2013-01-04 20:00:00,"Clear","clear-night",0,0,36.68,33.38,21.82,4.11,319,0.03,0.54,1029.44,10,NA
30328,2013-01-04 21:00:00,"Clear","clear-night",0,0,34.02,30.42,22.66,3.99,331,0.03,0.63,1029.07,10,NA
30328,2013-01-04 22:00:00,"Clear","clear-night",0,0,32.25,27.54,22.88,4.82,297,0.03,0.68,1029.05,10,NA
30328,2013-01-04 23:00:00,"Clear","clear-night",0,0,29.85,22.23,22.65,8,320,0.04,0.74,1029.16,10,NA
30328,2013-01-05 00:00:00,"Clear","clear-night",0,0,31.57,28.15,22.57,3.52,4,0.08,0.69,1028.77,10,NA
30328,2013-01-05 01:00:00,"Clear","clear-night",0,0,30.42,26.71,22.66,3.62,326,0.04,0.72,1028.17,10,NA
30328,2013-01-05 02:00:00,"Clear","clear-night",0,0,28.88,23.82,22.14,4.59,284,0.08,0.76,1028.11,10,NA
30328,2013-01-05 03:00:00,"Clear","clear-night",0,0,29.69,23.1,22.94,6.48,268,0.08,0.76,1027.72,10,NA
30328,2013-01-05 04:00:00,"Clear","clear-night",0,0,28.88,22.53,22.53,5.98,273,0.04,0.77,1027.86,10,NA
30328,2013-01-05 05:00:00,"Clear","clear-night",0,0,28.01,28.01,22.53,2.33,261,0.04,0.8,1028.55,10,NA
30328,2013-01-05 06:00:00,"Clear","clear-night",0,0,28.1,23.57,22.52,4,303,0.2,0.79,1028.83,10,NA
30328,2013-01-05 07:00:00,"Partly Cloudy","partly-cloudy-day",0,0,28.35,21.88,23.33,6,330,0.38,0.81,1028.92,9.69,NA
30328,2013-01-05 08:00:00,"Partly Cloudy","partly-cloudy-day",0,0,32.66,29.1,23.67,3.76,344,0.38,0.69,1029.39,10,NA
30328,2013-01-05 09:00:00,"Partly Cloudy","partly-cloudy-day",0,0,36.16,36.16,24.54,NA,NA,0.38,0.62,1029.76,10,NA
30328,2013-01-05 10:00:00,"Partly Cloudy","partly-cloudy-day",0,0,38.49,38.49,23.8,NA,NA,0.44,0.55,1030,10,NA
30328,2013-01-05 11:00:00,"Partly Cloudy","partly-cloudy-day",0,0,42.54,42.54,23.49,1.08,188,0.44,0.46,1029.29,10,NA
30328,2013-01-05 12:00:00,"Partly Cloudy","partly-cloudy-day",0,0,44.65,44.65,23.55,2.86,149,0.44,0.43,1027.97,10,NA
30328,2013-01-05 13:00:00,"Partly Cloudy","partly-cloudy-day",0,0,46.64,46.64,22.45,2.91,202,0.46,0.38,1026.79,10,NA
30328,2013-01-05 14:00:00,"Partly Cloudy","partly-cloudy-day",0,0,47.55,46.4,23.01,3.55,216,0.46,0.38,1026.34,10,NA
30328,2013-01-05 15:00:00,"Partly Cloudy","partly-cloudy-day",0,0,47.64,47.64,22.83,2.17,227,0.58,0.37,1026.16,10,NA
30328,2013-01-05 16:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,47.64,45.45,23.24,5,260,0.84,0.38,1026.09,10,NA
30328,2013-01-05 17:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,46.69,45.4,24.51,3.57,236,0.66,0.41,1026.38,10,NA
30328,2013-01-05 18:00:00,"Overcast","cloudy",0,0,46.2,43.37,26.62,5.61,250,1,0.46,1027.73,10,NA
30328,2013-01-05 19:00:00,"Overcast","cloudy",0,0,44.71,44.71,31.25,2.32,290,1,0.59,1027.73,10,NA
30328,2013-01-05 20:00:00,"Overcast","cloudy",0,0,43.35,43.35,33.64,NA,NA,1,0.68,1026.89,10,NA
30328,2013-01-05 21:00:00,"Overcast","cloudy",0,0,43.25,43.25,36.7,NA,NA,1,0.78,1025.64,10,NA
30328,2013-01-05 22:00:00,"Overcast","cloudy",0,0,43.23,40.14,38.27,5.17,250,1,0.83,1025.97,8.38,NA
30328,2013-01-05 23:00:00,"Overcast","cloudy",0.0011,0.02,41.99,39.55,37.71,4.08,270,1,0.85,10,1026.41,"rain"
30328,2013-01-06 00:00:00,"Overcast","cloudy",0,0,41.99,38.43,37.71,5.55,289,1,0.85,10,1025.58,NA
30328,2013-01-06 01:00:00,"Overcast","cloudy",0,0,42.4,39.04,37.68,5.35,306,1,0.83,10,1024.95,NA
30328,2013-01-06 02:00:00,"Overcast","cloudy",0,0,41.59,41.59,35.85,3,320,1,0.8,10,1024.41,NA
30328,2013-01-06 03:00:00,"Overcast","cloudy",0,0,41.59,39.01,36.78,4.17,277,1,0.83,10,1024.11,NA
30328,2013-01-06 04:00:00,"Overcast","cloudy",0,0,41.29,37.49,36.86,5.71,278,1,0.84,10,1023.51,NA
30328,2013-01-06 05:00:00,"Overcast","cloudy",0,0,41.29,37.18,36.76,6.19,291,1,0.84,10,1023.14,NA
30328,2013-01-06 06:00:00,"Overcast","cloudy",0,0,40.44,36.93,35.94,5.08,287,1,0.84,9.56,1023.85,NA
30328,2013-01-06 07:00:00,"Overcast","cloudy",0,0,40.6,36.04,36.92,6.69,290,1,0.87,9.12,1024.32,NA
30328,2013-01-06 08:00:00,"Overcast","cloudy",0,0,40.8,36.49,37.91,6.33,290,1,0.89,8.97,1024.51,NA
30328,2013-01-06 09:00:00,"Overcast","cloudy",0,0,41.65,37.02,37.97,7.2,286,1,0.87,9.26,1024.9,NA
30328,2013-01-06 10:00:00,"Overcast","cloudy",0,0,44.15,40.82,39.8,5.81,287,0.94,0.85,9.56,1024.59,NA
30328,2013-01-06 11:00:00,"Overcast","cloudy",0,0,45.81,41.29,40.66,8.87,284,1,0.82,9.56,1024.1,NA
30328,2013-01-06 12:00:00,"Overcast","cloudy",0,0,46.94,42.12,37.66,10.36,300,1,0.7,10,1022.71,NA
30328,2013-01-06 13:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,47.75,43.5,37.24,9.32,287,0.87,0.67,10,1022.18,NA
30328,2013-01-06 14:00:00,"Partly Cloudy","partly-cloudy-day",0,0,48.24,44.13,36.6,9.24,304,0.49,0.64,10,1021.55,NA
30328,2013-01-06 15:00:00,"Partly Cloudy","partly-cloudy-day",0,0,47.55,43.12,35.91,9.67,303,0.48,0.64,10,1022.17,NA
30328,2013-01-06 16:00:00,"Partly Cloudy","partly-cloudy-day",0,0,45.69,40.84,35.04,9.63,299,0.53,0.66,10,1022.55,NA
30328,2013-01-06 17:00:00,"Partly Cloudy","partly-cloudy-night",0,0,43.5,39.31,34.84,7.1,280,0.31,0.71,10,1022.41,NA
30328,2013-01-06 18:00:00,"Clear","clear-night",0,0,41.4,37.5,35.07,5.88,281,0.15,0.78,10,1022.96,NA
30328,2013-01-06 19:00:00,"Clear","clear-night",0,0,39.84,35.62,35.39,5.91,285,0.15,0.84,10,1023.66,NA
30328,2013-01-06 20:00:00,"Clear","clear-night",0,0,40.15,35.71,35.7,6.36,290,0.15,0.84,10,1024.27,NA
30328,2013-01-06 21:00:00,"Clear","clear-night",0,0,40.01,35.41,35.79,6.56,292,0.15,0.85,10,1024.85,NA
30328,2013-01-06 22:00:00,"Clear","clear-night",0,0,39.41,34.27,35.9,7.28,300,0.08,0.87,10,1025.37,NA
30328,2013-01-06 23:00:00,"Clear","clear-night",0,0,39.59,34.16,35.92,7.87,314,0.08,0.87,1025.32,10,NA
30328,2013-01-07 00:00:00,"Clear","clear-night",0,0,39,33.43,34.98,7.89,327,0.08,0.85,1024.98,10,NA
30328,2013-01-07 01:00:00,"Clear","clear-night",0,0,38.11,32.74,34.01,7.21,330,0.08,0.85,1025.16,10,NA
30328,2013-01-07 02:00:00,"Clear","clear-night",0,0,38.29,32.66,30.42,7.73,332,0.11,0.73,1025.48,10,NA
30328,2013-01-07 03:00:00,"Clear","clear-night",0,0,37.93,32.2,30.02,7.75,352,0.08,0.73,1025.55,10,NA
30328,2013-01-07 04:00:00,"Clear","clear-night",0,0,36.11,31.09,29.23,6.04,354,0.08,0.76,1025.95,10,NA
30328,2013-01-07 05:00:00,"Clear","clear-night",0,0,34.86,31.43,29.98,3.95,353,0.04,0.82,1025.8,10,NA
30328,2013-01-07 06:00:00,"Clear","clear-night",0,0,32.91,28.85,28.95,4.26,351,0.11,0.85,1026.55,10,NA
30328,2013-01-07 07:00:00,"Clear","clear-day",0,0,30.45,22.35,27.82,9,0,0.16,0.9,1027.41,9.31,NA
30328,2013-01-07 08:00:00,"Clear","clear-day",0,0,34.23,28.74,29.81,6.2,8,0.11,0.84,1028.2,9.69,NA
30328,2013-01-07 09:00:00,"Clear","clear-day",0,0,40.26,40.26,30.01,2.89,30,0.13,0.67,1028.88,10,NA
30328,2013-01-07 10:00:00,"Clear","clear-day",0,0,45.69,42.53,29.13,6,110,0.11,0.52,1029.18,10,NA
30328,2013-01-07 11:00:00,"Rain","rain",0.1379,0.81,49.8,48.16,28.83,4.72,114,0.11,0.44,1028.19,10,"rain"
30328,2013-01-07 12:00:00,"Clear","clear-day",0,0,52.7,52.7,27.36,9.19,121,0.11,0.37,1026.97,9.77,NA
30328,2013-01-07 13:00:00,"Clear","clear-day",0,0,54.46,54.46,26.34,6.16,116,0.16,0.34,1026.28,10,NA
30328,2013-01-07 14:00:00,"Clear","clear-day",0,0,55.15,55.15,26.64,7.81,115,0.16,0.33,1026.1,10,NA
30328,2013-01-07 15:00:00,"Clear","clear-day",0,0,55.89,55.89,26.02,7.99,122,0.16,0.31,1026.46,10,NA
30328,2013-01-07 16:00:00,"Clear","clear-day",0,0,54.66,54.66,26.82,7.22,128,0.16,0.34,1026.73,10,NA
30328,2013-01-07 17:00:00,"Clear","clear-night",0,0,51.06,51.06,27.38,5.31,117,0.16,0.4,1027.01,10,NA
30328,2013-01-07 18:00:00,"Clear","clear-night",0,0,47.99,47.06,27.81,3.38,97,0.16,0.45,1027.53,10,NA
30328,2013-01-07 19:00:00,"Clear","clear-night",0,0,44.43,41.72,28.46,4.93,71,0.16,0.53,1028.21,10,NA
30328,2013-01-07 20:00:00,"Clear","clear-night",0,0,42.91,39.21,28.6,6.02,100,0.03,0.57,1027.8,10,NA
