"Zipcode","time","summary","icon","precipIntensity","precipProbability","temperature","apparentTemperature","dewPoint","windSpeed","windBearing","humidity","visibility","pressure","cloudCover","precipType"
32615,2012-12-31 23:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,51.27,51.27,49.54,NA,NA,0.87,0.94,1021.07,6.83,NA,NA
32615,2013-01-01 00:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,53.69,53.69,51.93,4.1,173,0.87,0.94,1021.27,5.96,NA,NA
32615,2013-01-01 01:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,59.35,59.35,54.92,5.61,198,0.84,0.85,1021.39,8.01,NA,NA
32615,2013-01-01 02:00:00,"Partly Cloudy","partly-cloudy-night",0,0,65.29,65.29,55.44,7.95,203,0.29,0.71,1021.42,9.73,NA,NA
32615,2013-01-01 03:00:00,"Clear","clear-night",0,0,70.82,70.82,54.6,12.62,199,0.04,0.57,1021.02,10,NA,NA
32615,2013-01-01 04:00:00,"Partly Cloudy","partly-cloudy-night",0,0,72.26,72.26,54.38,13.6,212,0.42,0.53,1020.52,10,NA,NA
32615,2013-01-01 05:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,73.92,73.92,54.68,11.6,230,0.64,0.51,1019.45,10,NA,NA
32615,2013-01-01 06:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,73.9,73.9,54.66,11.08,239,0.81,0.51,1018.63,10,NA,NA
32615,2013-01-01 07:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,73.76,73.76,54.54,12.68,243,0.7,0.51,1018.28,10,NA,NA
32615,2013-01-01 08:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,72.99,72.99,54.08,11.38,246,0.7,0.52,1018.2,10,NA,NA
32615,2013-01-01 09:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,71.14,71.14,54.6,8.56,243,0.7,0.56,1018.02,10,NA,NA
32615,2013-01-01 10:00:00,"Mostly Cloudy","partly-cloudy-day",0.0014,0.03,66.49,66.49,54.89,4.72,236,0.66,0.66,1017.94,10,"rain",NA
32615,2013-01-01 11:00:00,"Partly Cloudy","partly-cloudy-day",0,0,62.91,62.91,54.95,3.26,219,0.4,0.75,1017.77,10,NA,NA
32615,2013-01-01 12:00:00,"Clear","clear-day",0,0,61.38,61.38,54.63,4.63,207,0,0.79,1017.82,10,NA,NA
32615,2013-01-01 13:00:00,"Clear","clear-day",0,0,59.77,59.77,54.64,4.42,198,0,0.83,1017.67,10,NA,NA
32615,2013-01-01 14:00:00,"Clear","clear-day",0,0,60.72,60.72,54.5,4.17,204,0,0.8,1017.6,10,NA,NA
32615,2013-01-01 15:00:00,"Clear","clear-day",0,0,59.74,59.74,54.46,4.06,205,0,0.83,1017.6,10,NA,NA
32615,2013-01-01 16:00:00,"Clear","clear-day",0,0,59.14,59.14,54.4,5.68,200,0,0.84,1017.07,10,NA,NA
32615,2013-01-01 17:00:00,"Clear","clear-night",0,0,58.16,58.16,53.33,4.74,193,0,0.84,1016.32,10,NA,NA
32615,2013-01-01 18:00:00,"Clear","clear-night",0,0,57.52,57.52,53.62,4.3,208,0,0.87,1016.2,9.07,NA,NA
32615,2013-01-01 19:00:00,"Clear","clear-night",0,0,58.31,58.31,54.4,5.7,208,0,0.87,1016.27,8.58,NA,NA
32615,2013-01-01 20:00:00,"Partly Cloudy","partly-cloudy-night",0,0,57.67,57.67,54.42,4.57,223,0.59,0.89,1016.37,8.1,NA,NA
32615,2013-01-01 21:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,60.06,60.06,56.78,5.15,195,0.66,0.89,1016.07,9.71,NA,NA
32615,2013-01-01 22:00:00,"Partly Cloudy","partly-cloudy-night",0,0,58.52,58.52,55.86,2.29,198,0.47,0.91,1016,9.17,NA,NA
32615,2013-01-01 23:00:00,"Clear","clear-night",0,0,59.14,59.14,54.4,5.68,200,0,0.84,1017.07,10,NA,NA
32615,2013-01-02 00:00:00,"Clear","clear-night",0,0,58.16,58.16,53.33,4.74,193,0,0.84,1016.32,10,NA,NA
32615,2013-01-02 01:00:00,"Clear","clear-night",0,0,57.52,57.52,53.62,4.3,208,0,0.87,1016.2,9.07,NA,NA
32615,2013-01-02 02:00:00,"Clear","clear-night",0,0,58.31,58.31,54.4,5.7,208,0,0.87,1016.27,8.58,NA,NA
32615,2013-01-02 03:00:00,"Partly Cloudy","partly-cloudy-night",0,0,57.67,57.67,54.42,4.57,223,0.59,0.89,1016.37,8.1,NA,NA
32615,2013-01-02 04:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,60.06,60.06,56.78,5.15,195,0.66,0.89,1016.07,9.71,NA,NA
32615,2013-01-02 05:00:00,"Partly Cloudy","partly-cloudy-night",0,0,58.52,58.52,55.86,2.29,198,0.47,0.91,1016,9.17,NA,NA
32615,2013-01-02 06:00:00,"Partly Cloudy","partly-cloudy-night",0,0,58.11,58.11,56.05,4.9,198,0.47,0.93,1016.35,8.66,NA,NA
32615,2013-01-02 07:00:00,"Partly Cloudy","partly-cloudy-day",0,0,59.41,59.41,57.25,4.08,202,0.56,0.93,1016.72,7.88,NA,NA
32615,2013-01-02 08:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,64.98,64.98,61.59,6.99,212,0.6,0.89,1017.12,8.76,NA,NA
32615,2013-01-02 09:00:00,"Partly Cloudy","partly-cloudy-day",0,0,70.67,70.67,63.68,7.58,216,0.47,0.79,1017.35,10,NA,NA
32615,2013-01-02 10:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,72.1,72.1,64.8,8.49,238,0.81,0.78,1017.3,10,NA,NA
