"Zipcode","time","summary","icon","precipIntensity","precipProbability","temperature","apparentTemperature","dewPoint","windSpeed","windBearing","humidity","visibility","pressure","cloudCover","precipType"
70506,2013-01-01 00:00:00,"Overcast","cloudy",0,0,66.38,66.38,60.75,10.34,170,1,0.82,1013.44,10,NA,NA
70506,2013-01-01 01:00:00,"Overcast","cloudy",0,0,66.38,66.38,61.56,10.31,180,1,0.85,1013.65,10,NA,NA
70506,2013-01-01 02:00:00,"Overcast","cloudy",0,0,67.83,67.83,62.41,10.17,178,1,0.83,1014.15,9.86,NA,NA
70506,2013-01-01 03:00:00,"Overcast","cloudy",0,0,68.38,68.38,63.41,5.76,316,1,0.84,1014.99,10,NA,NA
70506,2013-01-01 04:00:00,"Rain","rain",0.0566,0.72,64.99,64.99,62.27,7.91,300,1,0.91,1015.64,3.61,"rain",NA
70506,2013-01-01 05:00:00,"Rain","rain",0.126,0.8,63.7,63.7,63.39,0.86,10,1,0.99,1015.68,2.28,"rain",NA
70506,2013-01-01 06:00:00,"Rain","rain",0.2005,0.84,62.4,62.4,58.97,12.8,339,1,0.89,1014.02,1.9,"rain",NA
70506,2013-01-01 07:00:00,"Rain","rain",0.0911,0.77,57.55,57.55,55.54,13.77,354,1,0.93,1014.38,1.94,"rain",NA
70506,2013-01-01 08:00:00,"Rain","rain",0.1469,0.81,55.3,55.3,52.45,18.57,339,1,0.9,1014.58,8.68,"rain",NA
70506,2013-01-01 09:00:00,"Light Rain","rain",0.0338,0.66,54.44,54.44,51.85,15.8,350,1,0.91,1015.36,9.46,"rain",NA
70506,2013-01-01 10:00:00,"Light Rain","rain",0.0256,0.62,54.27,54.27,51.55,14.66,358,1,0.91,1015.85,7.6,"rain",NA
70506,2013-01-01 11:00:00,"Light Rain","rain",0.0277,0.63,53.95,53.95,50.26,13.74,359,1,0.87,1016.66,10,"rain",NA
70506,2013-01-01 12:00:00,"Light Rain","rain",0.0245,0.62,53.06,53.06,49.39,12.63,0,1,0.87,1017.89,10,"rain",NA
70506,2013-01-01 13:00:00,"Light Rain","rain",0.0206,0.59,52.24,52.24,49.21,9.47,8,1,0.89,1018.09,10,"rain",NA
70506,2013-01-01 14:00:00,"Drizzle","rain",0.0065,0.3,52.15,52.15,49.34,9.5,359,0.8,0.9,1019.31,10,"rain",NA
70506,2013-01-01 15:00:00,"Light Rain","rain",0.0103,0.5,51.44,51.44,48.52,10.99,7,0.97,0.9,1019.71,10,"rain",NA
70506,2013-01-01 16:00:00,"Overcast","cloudy",0,0,51.23,51.23,47.19,12.73,352,0.97,0.86,1020.59,10,NA,NA
70506,2013-01-01 17:00:00,"Overcast","cloudy",0,0,50.24,50.24,46.42,13.93,16,1,0.87,1020.4,10,NA,NA
70506,2013-01-01 18:00:00,"Overcast","cloudy",0,0,49.23,44.2,45.62,12.88,9,1,0.87,1020.56,10,NA,NA
70506,2013-01-01 19:00:00,"Overcast","cloudy",0,0,48.36,42.71,44.66,14.33,2,1,0.87,1020.53,10,NA,NA
70506,2013-01-01 20:00:00,"Overcast","cloudy",0,0,47.44,41.7,43.56,13.72,9,1,0.86,1020.16,10,NA,NA
70506,2013-01-01 21:00:00,"Overcast","cloudy",0,0,46.17,39.48,42.51,15.98,359,1,0.87,1020.14,10,NA,NA
70506,2013-01-01 22:00:00,"Overcast","cloudy",0,0,46.15,39.95,41.66,14.12,8,1,0.84,1020.01,10,NA,NA
70506,2013-01-01 23:00:00,"Overcast","cloudy",0,0,45.34,39.18,40.88,13.23,7,1,0.84,1020.95,10,NA,NA
70506,2013-01-02 00:00:00,"Overcast","cloudy",0,0,49.23,44.2,45.62,12.88,9,1,0.87,1020.56,10,NA,NA
70506,2013-01-02 01:00:00,"Overcast","cloudy",0,0,48.36,42.71,44.66,14.33,2,1,0.87,1020.53,10,NA,NA
70506,2013-01-02 02:00:00,"Overcast","cloudy",0,0,47.44,41.7,43.56,13.72,9,1,0.86,1020.16,10,NA,NA
70506,2013-01-02 03:00:00,"Overcast","cloudy",0,0,46.17,39.48,42.51,15.98,359,1,0.87,1020.14,10,NA,NA
70506,2013-01-02 04:00:00,"Overcast","cloudy",0,0,46.15,39.95,41.66,14.12,8,1,0.84,1020.01,10,NA,NA
70506,2013-01-02 05:00:00,"Overcast","cloudy",0,0,45.34,39.18,40.88,13.23,7,1,0.84,1020.95,10,NA,NA
70506,2013-01-02 06:00:00,"Overcast","cloudy",0,0,44.36,38.61,40.62,11.17,19,1,0.87,1021.46,10,NA,NA
70506,2013-01-02 07:00:00,"Overcast","cloudy",0,0,44.36,38.74,40.49,10.8,1,1,0.86,1022.34,10,NA,NA
70506,2013-01-02 08:00:00,"Overcast","cloudy",0,0,44.21,38.56,39.42,10.81,344,1,0.83,1023.61,9.86,NA,NA
70506,2013-01-02 09:00:00,"Partly Cloudy","partly-cloudy-day",0,0,44.47,38.69,38.67,11.36,16,0.4,0.8,1023.4,10,NA,NA
70506,2013-01-02 10:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,44.57,38.36,38.66,12.71,359,0.77,0.8,1023.74,10,NA,NA
70506,2013-01-02 11:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,45.44,39.56,39.51,12.38,351,0.77,0.8,1023.66,10,NA,NA
70506,2013-01-02 12:00:00,"Overcast","cloudy",0,0,44.45,39.82,38.48,8.41,5,1,0.79,1022.69,10,NA,NA
70506,2013-01-02 13:00:00,"Overcast","cloudy",0,0,44.26,39.55,38.68,8.5,359,1,0.81,1021.72,10,NA,NA
70506,2013-01-02 14:00:00,"Overcast","cloudy",0,0,45.06,40.69,39.46,8.13,341,1,0.81,1022.16,10,NA,NA
